title|composer|chrds|prnt|mp3|rank|year|rb|nrb|srb|aebersold|irb|irbg|
When I Fall In Love|Victor Young||||137|1952|1-461|||110,113,|y||
When It Rains|Brad Mehldau||||||||||y||
When It's Sleepy Time Down South|Traditional||||331|1931|||||y||
When Lights Are Low|Benny Carter||||349|1936|2-392|3||052,087,|y||
When Sunny Gets Blue|Marvin Fisher||||517|1956|1-462|||049,|y||
When The Saints Go Marching In|Traditional||||282|1896||||080,100,|y||
When The Sun Comes Out|||||485|1941|3-339||||||
When You Wish Upon A Star|Ned Washington||||348|1940|1|||058,|y||
When You're Smilin'|Shay - Fisher - Goodwin||||||||||y||
When You're Smiling|||||225|1928|3||||||
When Your Lover Has Gone|||||217|1931|3-340||y|041,097,|||
Where Are You|||||353|1936|1-463|3|||||
Where Or When|Richard Rodgers||||208|1937|3-341||y|110,113,|y||
While We're Young|Wilder-Palitz||||||3-342||||y||
Whisper Not|Benny Golson||||297|1956|2-393|2||i,014,|y||
Whispering|||||540|1920|1||||||
White Christmas|||||404|1940|||||||
Who|||||607|1925|||||||
Who Can I Turn To|Newley-Bricusse||||||3-343||||y||
Who Cares (So Long As You Care For Me)|||||419|1931|||y|089,|||
Who's Sorry Now|Snyder-Kalmar-Ruby||||454|1923|||||y||
Whopper, The|||||||2-395||||||
Why Did I Choose You|||||||3-344||||||
Why Do I Love You|Jerome Kern||||431|1927|2|||055,|y||
Why Don't You Do Right|Kansas-Joe McCoy||||||||||y||
Why Was I Born|||||377|1929|||||||
Wies Side Stroll|||||||3-336||||||
	Wiichcraft|||||||3-346||||||
Wil I You Still Be Mine|||||||3-345||||||
Wild Flower|Wayne Shorter||||||1-464||||y||
Wild Man Blues|||||861|1927|||||||
Will You Still Be Mine|Matt Dennis||||328|1940|3|2||023,|y||
Willow Weep For Me|Ann Ronell||||13|1932|2-396|1|||y||
Windows|Chick Corea||||||||||y||
Winter Wonderland|||||326|1934||||078,|||
Witch Hunt|Wayne Shorter||||||||||y||
Witchcraft|Cy Coleman||||705|1951|3|1||044,|y||
With A Song In My Heart|Richard Rodgers||||536|1929|2||y|051,|y||
With Every Breath I Take|||||||3-347||||||
With Plenty Of Money And You||||||||||||y|
With The Wind And The Rain In Hair|Clare Edwards||||||||||y||
Without A Song|Vincent Youmans||||370|1929|2|2||034,|y||
	Wives And Lovers|Burt Bacharach||||||||||y||
	Wives And Lovers (Hey Little Girl)|||||996|1963|1|||022,|||
Wolf Tracks||||||||||||y|
Wolverine Blues|||||669|1923|||||||
Wonder Why|||||635|1951|||||||
Woody'n You|Dizzy Gillespie||||173|1943|1|2||065,|y||
Work Song|Nat Adderley||||350|1960|2-399|||013,120,|y||
	World Is Waiting For Sunrise, The||||||||||||y|
	World Is Waiting For The Sunrise, The|||||874|1919|1||||||
Wouldn't It Be Loverly|Frederick Loewe||||||||||y||
Wow|Lennie Tristano||||||2-397||||y||
Wrap Your Troubles In Dreams|Harry Barris||||190|1931|3-348|2|||y||
Wrong Is Right|||||||2-398||||||
Yana Amina|||||||2-400||||||
Yardbird Suite|Charlie Parker||||168|1946|2-401|||h,006,069,|y||
Yes And No|Wayne Shorter||||||||||y||
Yes Or No|||||||1-471||||||
Yesterday|||||619|1965|1-472||||||
Yesterdays|Jerome Kern|y|y|y|9|1933|1-473|||055,085,|y||
You & The Night & The Music|||||||3-349||||||
You And The Night And The Music|Arthur Schwartz||||235|1934|||y|041,097,|y||
You Are My Sunshine|||||919|1940|||||||
You Are The Sunshine Of My Life|||||||1-474||||||
You Are Too Beautiful|Richard Rodgers||||449|1932|1-475||y||y||
You Belong To Me||||||||||||y|
You Better Go Now|Reichner-Graham||||555|1936|3||||y||
You Better Leave It Alone|||||||2-399||||||
	You Brought A New Kind Of Love|Fain-Kaval-Norman||||||||||y||
	You Brought A New Kind Of Love To Me|||||747|1930|1||||||
You Can Depend On Me|Carpenter-Dunlap-Hines||||375|1932|2||||y||
You Do Something To Me|Cole Porter||||734|1929|3-350||y|051,112,|y||
You Don't Know What Love Is|Raye-DePaul||||53|1941|1-476|||032,|y||
You Go To My Head|Fred Coots||||42|1938|3-352||y|040,097,107,|y||
You Keep Coming Back Like A Song|Irving Berlin||||||||||y||
You Leave Me Breathless|||||678|1938|||||||
You Made Me Love You|||||947|1913|3|||079,||y|
You Make Me Feel So Young|Josef Myrow||||848|1946|3-351||y||y||
You Must Believe In Spring|Michel Legrand||||596|1967|3-354|3|||y||
You Stepped Out Of A Dream|Nacio-Herb-Brown||||96|1940|2-402|3||034,059,070,|y||
You Took Advantage Of Me|Richard Rodgers||||310|1928|1-477||y||y||
You Turned The Tables On Me|Louis Alter||||660|1936|||||y||
You Won't Forget Me|Goell-Spielman||||||||||y||
You'd Be So Nice To Come Home To|Cole Porter||||188|1942|2-403||y|112,|y||
You'll Never Know|||||877|1943|||y||||
You're A Lucky Guy|||||830|1939|||||||
You're A Sweetheart|||||756|1937|||||||
You're Blase|||||640|1932|3||||||
You're Driving Me Crazy (What Did I Do)|||||243|1930|3||||||
You're Everything|Chick Corea||||||3-356||||y||
You're Getting To Be A Habit With Me|||||770|1932|||||||
You're Laughing At Me|Irving Berlin||||||||||y||
You're Mine You|||||525|1933|3||||||
You're My Everything|Harry Warren||||393|1931|2|2||041,097,|y||
You're My Thrill|Jay Gorney||||374|1934|||||y||
You're Nobody Till Somebody Loves You|Morgan-Stock-Cavanaugh||||||||||y||
You're The Top|Cole Porter||||940|1934|||y||y||
You've Changed|Carl Fisher||||395|1942|3-355|3||032,|y||
Young And Foolish|Albert Hague||||561|1954|||||y||
Young At Heart|Johnny Richards||||764|1954|1||||y||
Younger Than Springtime|||||||3-358||||||
Yours Is My Heart Alone|||||871|1929|3-359||y|041,|||
Zing Went The Strings Of My Heart|James Hanley||||||||||y||
Zingaro|Retrato Em Branco E Preto) ||||||||||y||
Zoltan|Woody Shaw||||||||||y||
